model_folder,overall_accuracy,top2_overall_accuracy,accuracy_Angry,top2_accuracy_Angry,nll_Angry,accuracy_Contempt,top2_accuracy_Contempt,nll_Contempt,accuracy_Disgust,top2_accuracy_Disgust,nll_Disgust,accuracy_Fear,top2_accuracy_Fear,nll_Fear,accuracy_Happiness,top2_accuracy_Happiness,nll_Happiness,accuracy_Neutral,top2_accuracy_Neutral,nll_Neutral,accuracy_Sadness,top2_accuracy_Sadness,nll_Sadness,accuracy_Surprise,top2_accuracy_Surprise,nll_Surprise
Best Validation,96.1439588688946,99.48586118251929,93.61702127659575,98.93617021276596,0.2043873936409919,93.10344827586206,98.85057471264368,0.38235740822182673,94.68085106382979,98.93617021276596,0.15931400438341836,95.76271186440678,100.0,0.15381813109235573,100.0,100.0,6.761292635828772e-05,96.42857142857143,100.0,0.08777662705925693,96.49122807017544,99.12280701754386,0.17443303630015142,98.86363636363636,100.0,0.06609335082592659
Epoch 10,95.88688946015424,99.3573264781491,93.61702127659575,98.93617021276596,0.16799562683068295,90.80459770114942,97.70114942528735,0.41558485199177897,97.87234042553192,98.93617021276596,0.14071208072908345,96.61016949152543,100.0,0.12589123715800457,100.0,100.0,0.002798031757417112,95.23809523809524,100.0,0.07393561686404428,94.73684210526316,99.12280701754386,0.17747760918850491,97.72727272727273,100.0,0.07456852763356568
Epoch 15,95.88688946015424,99.61439588688945,95.74468085106383,100.0,0.1561252182132763,88.50574712643679,98.85057471264368,0.49347723104834856,94.68085106382979,98.93617021276596,0.16236134888916426,96.61016949152543,100.0,0.11766146843250636,100.0,100.0,0.00024325073775572438,98.80952380952381,100.0,0.03447625117927526,94.73684210526316,99.12280701754386,0.2167162030728032,97.72727272727273,100.0,0.09137484439400172
Epoch 20,96.40102827763496,99.48586118251929,95.74468085106383,100.0,0.1824194070538065,91.95402298850574,97.70114942528735,0.43121720702176985,95.74468085106383,98.93617021276596,0.1401014213864114,95.76271186440678,100.0,0.15860228893204353,100.0,100.0,0.0001464509070785445,96.42857142857143,100.0,0.055296492765050734,96.49122807017544,99.12280701754386,0.21109837144272856,98.86363636363636,100.0,0.05905118353132654
Epoch 25,96.1439588688946,99.61439588688945,95.74468085106383,100.0,0.13632654410142148,90.80459770114942,98.85057471264368,0.5072082574809792,94.68085106382979,98.93617021276596,0.18348592447879059,95.76271186440678,100.0,0.18463209396059885,100.0,100.0,0.0001480743618084947,97.61904761904762,100.0,0.06723795626047085,95.6140350877193,99.12280701754386,0.20611784371460015,98.86363636363636,100.0,0.05644065768617066
Epoch 30,96.01542416452442,99.48586118251929,95.74468085106383,100.0,0.1530841180271172,89.65517241379311,97.70114942528735,0.4863793785261036,93.61702127659575,98.93617021276596,0.1836879820280646,96.61016949152543,100.0,0.1438986809195156,100.0,100.0,9.538228461739747e-05,97.61904761904762,100.0,0.050028158583274814,96.49122807017544,99.12280701754386,0.20168201999500054,97.72727272727273,100.0,0.08376530423864957
Epoch 35,95.88688946015424,99.61439588688945,94.68085106382979,100.0,0.16899682766693438,90.80459770114942,98.85057471264368,0.4122040271867214,93.61702127659575,98.93617021276596,0.16971317572992883,95.76271186440678,100.0,0.15792344885839624,100.0,100.0,0.0001585727334655046,97.61904761904762,100.0,0.054053087287883925,95.6140350877193,99.12280701754386,0.19739984058176996,98.86363636363636,100.0,0.07852269473584429
Epoch 40,96.01542416452442,99.48586118251929,94.68085106382979,98.93617021276596,0.17169338200315715,91.95402298850574,98.85057471264368,0.4902255651990715,94.68085106382979,98.93617021276596,0.17453818185542408,94.91525423728814,100.0,0.18140180546731732,100.0,100.0,0.00010010762787015266,97.61904761904762,100.0,0.02584136417830793,95.6140350877193,99.12280701754386,0.21238545729911065,98.86363636363636,100.0,0.06317141908392153
Epoch 5,95.75835475578405,99.61439588688945,94.68085106382979,100.0,0.19120359396073908,91.95402298850574,100.0,0.2576489972673217,94.68085106382979,98.93617021276596,0.15219521402050687,95.76271186440678,100.0,0.07750042419952397,100.0,100.0,0.005571939994379908,97.61904761904762,100.0,0.07791645335478707,94.73684210526316,98.24561403508773,0.20112523011696612,96.5909090909091,100.0,0.10930173515085198
Epoch Final,96.01542416452442,99.48586118251929,94.68085106382979,98.93617021276596,0.17169338200315715,91.95402298850574,98.85057471264368,0.4902255651990715,94.68085106382979,98.93617021276596,0.17453818185542408,94.91525423728814,100.0,0.18140180546731732,100.0,100.0,0.00010010762787015266,97.61904761904762,100.0,0.02584136417830793,95.6140350877193,99.12280701754386,0.21238545729911065,98.86363636363636,100.0,0.06317141908392153
