model_folder,overall_accuracy,top2_overall_accuracy,accuracy_Angry,top2_accuracy_Angry,nll_Angry,accuracy_Contempt,top2_accuracy_Contempt,nll_Contempt,accuracy_Disgust,top2_accuracy_Disgust,nll_Disgust,accuracy_Fear,top2_accuracy_Fear,nll_Fear,accuracy_Happiness,top2_accuracy_Happiness,nll_Happiness,accuracy_Neutral,top2_accuracy_Neutral,nll_Neutral,accuracy_Sadness,top2_accuracy_Sadness,nll_Sadness,accuracy_Surprise,top2_accuracy_Surprise,nll_Surprise
enet_b0_100M_100W_fine,83.41902313624679,94.98714652956298,78.72340425531915,98.93617021276596,0.6750600781053939,71.26436781609195,93.10344827586206,0.839167829817054,64.8936170212766,82.97872340425532,0.7961898176841675,80.50847457627118,94.0677966101695,0.5307897996725672,98.98989898989899,100.0,0.05392109639135672,95.23809523809524,100.0,0.33665114605710617,91.2280701754386,94.73684210526316,0.34190382632781974,85.22727272727273,96.5909090909091,0.38647764949233865
enet_b0_100M_100W_fine_best_val,64.01028277634961,82.0051413881748,76.59574468085107,90.42553191489361,0.7883137524762052,16.091954022988507,50.57471264367816,1.9955857115230342,36.170212765957444,64.8936170212766,1.6249042392530022,71.1864406779661,87.28813559322033,0.901822463340931,100.0,100.0,0.04349166868346259,44.04761904761905,72.61904761904762,1.3193210430798077,76.3157894736842,88.59649122807018,0.5707464714058708,80.68181818181819,95.45454545454545,0.5551573954607275
enet_b0_100M_100W_fine_epoch10,80.0771208226221,92.80205655526993,74.46808510638297,93.61702127659575,0.7887155345462739,62.06896551724138,85.05747126436782,0.9973301395945166,60.638297872340424,79.7872340425532,0.9388182453632831,80.50847457627118,94.0677966101695,0.5377382577665276,98.98989898989899,100.0,0.0658645012149601,92.85714285714286,100.0,0.4562213982322386,85.96491228070175,92.10526315789474,0.45144758253400935,82.95454545454545,97.72727272727273,0.4245794603590515
enet_b0_100M_100W_fine_epoch15,80.97686375321337,94.60154241645245,79.7872340425532,98.93617021276596,0.6420517910192621,63.2183908045977,90.80459770114942,0.9166033958224045,63.829787234042556,87.23404255319149,0.8278160490828784,79.66101694915254,93.22033898305085,0.535071170367932,98.98989898989899,100.0,0.062086326513375284,91.66666666666667,100.0,0.4556304110834996,86.84210526315789,91.2280701754386,0.4527686865813417,81.81818181818181,96.5909090909091,0.4347250859189609
enet_b0_100M_100W_fine_epoch20,82.0051413881748,94.98714652956298,78.72340425531915,98.93617021276596,0.684657947180119,68.96551724137932,90.80459770114942,0.8733776555150404,64.8936170212766,87.23404255319149,0.797040443996245,81.35593220338983,94.0677966101695,0.5009507066807,98.98989898989899,100.0,0.058778671674622,90.47619047619048,100.0,0.37646416215492146,85.96491228070175,92.10526315789474,0.43744141679497006,85.22727272727273,97.72727272727273,0.3982776096302338
enet_b0_100M_100W_fine_epoch25,83.16195372750643,94.98714652956298,76.59574468085107,97.87234042553192,0.7198948206261118,68.96551724137932,91.95402298850574,0.8633625068883787,71.27659574468085,85.1063829787234,0.7758878129930731,79.66101694915254,94.91525423728814,0.5212782705991955,98.98989898989899,100.0,0.05822265667842598,92.85714285714286,100.0,0.35221596425842666,90.35087719298245,92.98245614035088,0.36572765541088875,85.22727272727273,97.72727272727273,0.3785391619365493
enet_b0_100M_100W_fine_epoch30,83.67609254498714,95.11568123393316,80.85106382978724,98.93617021276596,0.6551844847804689,73.5632183908046,93.10344827586206,0.8242983275960232,69.14893617021276,87.23404255319149,0.7780655891575078,80.50847457627118,94.0677966101695,0.5301305947320188,98.98989898989899,100.0,0.05771184689188936,92.85714285714286,100.0,0.3542572431088913,87.71929824561404,92.10526315789474,0.44709553960523113,85.22727272727273,96.5909090909091,0.3822004873866469
enet_b0_100M_100W_fine_epoch35,83.29048843187661,94.73007712082263,78.72340425531915,96.80851063829788,0.6858489689357737,71.26436781609195,90.80459770114942,0.842716354405743,71.27659574468085,88.29787234042553,0.7512795549242738,80.50847457627118,93.22033898305085,0.5349733400932055,98.98989898989899,100.0,0.05048172108769045,92.85714285714286,100.0,0.33250482899269884,86.84210526315789,92.10526315789474,0.43277228259779676,85.22727272727273,97.72727272727273,0.3710300379898399
enet_b0_100M_100W_fine_epoch40,83.41902313624679,94.98714652956298,78.72340425531915,98.93617021276596,0.6750600781053939,71.26436781609195,93.10344827586206,0.839167829817054,64.8936170212766,82.97872340425532,0.7961898176841675,80.50847457627118,94.0677966101695,0.5307897996725672,98.98989898989899,100.0,0.05392109639135672,95.23809523809524,100.0,0.33665114605710617,91.2280701754386,94.73684210526316,0.34190382632781974,85.22727272727273,96.5909090909091,0.38647764949233865
enet_b0_100M_100W_fine_epoch5,75.57840616966581,90.48843187660668,75.53191489361703,94.68085106382979,0.7911015159272133,42.52873563218391,72.41379310344827,1.3576579467318524,57.4468085106383,77.65957446808511,1.0428986211921623,77.96610169491525,91.52542372881356,0.6725565230126603,100.0,100.0,0.040998733332298296,77.38095238095238,98.80952380952381,0.7370937945587295,85.08771929824562,91.2280701754386,0.4625121509467901,82.95454545454545,96.5909090909091,0.45174886749803345
